Sample,Sample location,Sample Date,Surface Chla all,Surface Phaeo all,Bottom Chla all,Bottom Phaeo all,surface chla <20 um,Surface Phaeo <20 um,Bottom Chla <20 um,Bottom Phaeo <20 um,,Sample Date,surface chla all,Surface Phaeo all,Bottom Chla all,Bottom Phaeo all,surface chla <20 um,Surface Phaeo <20 um,Bottom Chla <20 um,Bottom Phaeo <20 um,,,,,,,,,,,,,,,,,
121503,N. Bay sta. 2,15-Dec-03,0.54,0.50,0.73,0.74,0.45,0.66,0.50,0.67,,15-Dec-03,1.18,0.50,1.38,0.74,0.72,0.77,0.56,0.67,,,,,,,,,,,,,,,,,
123003,N. Bay sta. 2,30-Dec-03,1.99,0.72,1.41,0.65,0.94,0.58,0.60,0.75,,30-Dec-03,4.36,0.72,2.66,0.65,1.49,0.67,0.68,0.75,,,,,,,,,,,,,,,,,
010504,N. Bay sta. 2,05-Jan-04,8.25,0.51,3.29,0.95,1.55,0.95,1.13,0.74,,05-Jan-04,18.11,0.51,6.19,0.95,2.47,1.10,1.29,0.74,,,,,,,,,,,,,,,,,
011404,N. Bay sta. 2,14-Jan-04,14.80,1.16,9.31,1.36,1.34,0.83,1.51,0.76,,14-Jan-04,32.47,1.16,17.53,1.36,2.13,0.96,1.71,0.76,,,,,,,,,,,,,,,,,
012104,N. Bay sta. 2,21-Jan-04,13.48,3.88,8.71,1.59,1.42,1.11,1.95,1.15,,21-Jan-04,29.59,3.88,16.40,1.59,2.25,1.29,2.21,1.15,,,,,,,,,,,,,,,,,
012904,GSO Dock,29-Jan-04,9.70,2.90,,,0.78,0.96,,,,29-Jan-04,21.28,2.90,,,1.24,1.11,,,,,,,,,,,,,,,,,,,
020404,N. Bay sta. 2,04-Feb-04,5.28,2.30,6.45,1.35,0.79,1.07,1.42,1.18,,04-Feb-04,11.59,2.30,12.15,1.35,1.25,1.24,1.61,1.18,,,,,,,,,,,,,,,,,
020904,N. Bay sta. 2,09-Feb-04,4.40,1.56,4.55,2.09,1.01,1.30,5.39,2.74,,09-Feb-04,9.66,1.56,8.56,2.09,1.61,1.51,6.12,2.74,,,,,,,,,,,,,,,,,
021604,N. Bay sta. 2,16-Feb-04,6.13,1.32,3.55,1.46,0.89,1.22,0.47,0.88,,16-Feb-04,13.46,1.32,6.68,1.46,1.41,1.41,0.54,0.88,,,,,,,,,,,,,,,,,
022304,N. Bay sta. 2,23-Feb-04,5.78,2.09,2.59,1.42,0.49,0.77,0.60,0.83,,23-Feb-04,12.68,2.09,4.87,1.42,0.79,0.89,0.68,0.83,,,,,,,,,,,,,,,,,
030104,N. Bay sta. 2,01-Mar-04,1.36,0.51,0.77,0.42,0.57,0.48,0.51,0.94,,01-Mar-04,2.99,0.51,1.45,0.42,0.91,0.55,0.58,0.94,,,,,,,,,,,,,,,,,
031204,N. Bay sta. 2,12-Mar-04,1.88,0.50,2.29,0.83,2.22,0.77,2.14,0.71,,12-Mar-04,4.13,0.50,4.31,0.83,3.53,0.90,2.42,0.71,,,,,,,,,,,,,,,,,
031804,GSO Dock,18-Mar-04,3.22,1.44,,,2.47,0.80,,,,18-Mar-04,7.06,1.44,,,3.93,0.93,,,,,,,,,,,,,,,,,,,
032204,N. Bay sta. 2,22-Mar-04,2.46,1.00,3.04,0.99,2.62,0.84,2.35,1.22,,22-Mar-04,5.40,1.00,5.72,0.99,4.17,0.97,2.66,1.22,,,,,,,,,,,,,,,,,
032904,N. Bay sta. 2,29-Mar-04,7.23,1.95,3.98,1.25,1.42,1.21,2.17,1.15,,29-Mar-04,15.86,1.95,7.49,1.25,2.25,1.40,2.46,1.15,,,,,,,,,,,,,,,,,
040504,N. Bay sta. 2,05-Apr-04,7.32,1.20,,,1.85,1.04,,,,05-Apr-04,16.06,1.20,,,2.94,1.21,,,,,,,,,,,,,,,,,,,
041404,N. Bay sta. 2,14-Apr-04,1.97,1.14,,,0.87,0.90,,,,14-Apr-04,4.32,1.14,,,1.38,1.04,,,,,,,,,,,,,,,,,,,
041904,N. Bay sta. 2,19-Apr-04,0.83,1.05,2.02,0.89,0.42,0.92,0.60,0.85,,19-Apr-04,1.82,1.05,3.81,0.89,0.67,1.06,0.68,0.85,,,,,,,,,,,,,,,,,
042604,N. Bay sta. 2,26-Apr-04,3.30,1.51,3.16,1.55,0.51,0.65,0.59,1.02,,26-Apr-04,7.23,1.51,5.95,1.55,0.81,0.76,0.67,1.02,,,,,,,,,,,,,,,,,
050304,N. Bay sta. 2,03-May-04,0.30,0.53,0.33,0.50,0.22,0.46,0.20,0.53,,03-May-04,0.66,0.53,0.63,0.50,0.35,0.54,0.23,0.53,,,,,,,,,,,,,,,,,
051004,N. Bay sta. 2,10-May-04,3.64,1.24,4.04,1.12,0.81,1.31,1.58,1.22,,10-May-04,7.99,1.24,7.62,1.12,1.28,1.52,1.79,1.22,,,,,,,,,,,,,,,,,
051704,N. Bay sta. 2,17-May-04,1.19,1.14,0.78,0.97,0.62,0.97,0.55,0.89,,17-May-04,2.62,1.14,1.46,0.97,0.98,1.13,0.62,0.89,,,,,,,,,,,,,,,,,
052404,N. Bay sta. 2,24-May-04,2.54,1.61,1.03,1.59,1.17,1.22,1.00,1.52,,24-May-04,5.58,1.61,1.95,1.59,1.86,1.41,1.14,1.52,,,,,,,,,,,,,,,,,
060104,N. Bay sta. 2,01-Jun-04,2.49,1.36,2.02,1.51,1.92,1.11,1.73,1.45,,01-Jun-04,5.46,1.36,3.80,1.51,3.05,1.28,1.96,1.45,,,,,,,,,,,,,,,,,
060704,N. Bay sta. 2,07-Jun-04,4.61,2.00,4.66,2.71,5.21,2.84,4.45,2.59,,07-Jun-04,10.12,2.00,8.77,2.71,8.28,3.28,5.05,2.59,,,,,,,,,,,,,,,,,
061504,N. Bay sta. 2,15-Jun-04,3.81,1.06,5.24,1.85,3.36,1.29,3.50,1.49,,15-Jun-04,8.36,1.06,9.87,1.85,5.34,1.49,3.97,1.49,,,,,,,,,,,,,,,,,
062104,N. Bay sta. 2,21-Jun-04,1.91,0.98,2.17,1.22,1.71,0.78,1.59,1.11,,21-Jun-04,4.20,0.98,4.08,1.22,2.71,0.90,1.80,1.11,,,,,,,,,,,,,,,,,
062804,N. Bay sta. 2,28-Jun-04,0.06,1.42,1.38,1.47,0.96,1.22,0.09,0.92,,28-Jun-04,0.13,1.42,2.60,1.47,1.53,1.41,0.11,0.92,,,,,,,,,,,,,,,,,
071204,N. Bay sta. 2,12-Jul-04,0.21,1.22,0.15,1.23,1.08,1.11,0.66,1.53,,12-Jul-04,0.46,1.22,0.28,1.23,1.72,1.28,0.75,1.53,,,,,,,,,,,,,,,,,
071904,N. Bay sta. 2,19-Jul-04,0.11,1.00,0.43,1.95,1.53,1.17,0.07,1.24,,19-Jul-04,0.24,1.00,0.80,1.95,2.43,1.35,0.08,1.24,,,,,,,,,,,,,,,,,
072604,N. Bay sta. 2,26-Jul-04,2.93,1.72,2.88,2.11,2.28,1.46,1.52,1.58,,26-Jul-04,6.42,1.72,5.42,2.11,3.63,1.68,1.73,1.58,,,,,,,,,,,,,,,,,
080204,N. Bay sta. 2,02-Aug-04,3.89,1.61,3.59,2.18,0.17,1.46,1.27,1.34,,02-Aug-04,8.54,1.61,6.77,2.18,0.27,1.69,1.44,1.34,,,,,,,,,,,,,,,,,
081004,N. Bay sta. 2,10-Aug-04,0.56,1.10,0.14,1.49,0.78,1.13,0.04,1.42,,10-Aug-04,1.23,1.10,0.26,1.49,1.23,1.31,0.05,1.42,,,,,,,,,,,,,,,,,
082304,N. Bay sta. 2,23-Aug-04,6.57,2.68,3.20,3.08,3.84,1.83,2.08,1.97,,23-Aug-04,14.41,2.68,6.03,3.08,6.10,2.12,2.36,1.97,,,,,,,,,,,,,,,,,
083004,N. Bay sta. 2,30-Aug-04,5.67,0.79,4.14,3.59,1.64,1.67,1.02,2.00,,30-Aug-04,12.44,0.79,7.79,3.59,2.60,1.94,1.16,2.00,,,,,,,,,,,,,,,,,
090804,N. Bay sta. 2,08-Sep-04,2.20,1.78,2.66,2.60,1.13,1.12,0.92,1.30,,08-Sep-04,4.84,1.78,5.01,2.60,1.79,1.30,1.04,1.30,,,,,,,,,,,,,,,,,
091504,N. Bay sta. 2,15-Sep-04,4.01,3.93,4.76,4.44,1.93,1.99,1.04,2.00,,15-Sep-04,8.80,3.93,8.96,4.44,3.06,2.30,1.18,2.00,,,,,,,,,,,,,,,,,
092004,N. Bay sta. 2,20-Sep-04,5.23,2.78,4.85,2.44,1.32,1.83,1.50,2.05,,20-Sep-04,11.47,2.78,9.14,2.44,2.10,2.12,1.70,2.05,,,,,,,,,,,,,,,,,
092704,N. Bay sta. 2,27-Sep-04,3.66,2.62,7.92,2.18,1.11,1.62,1.78,3.18,,27-Sep-04,8.04,2.62,14.92,2.18,1.76,1.88,2.02,3.18,,,,,,,,,,,,,,,,,
100404,N. Bay sta. 2,04-Oct-04,7.89,5.35,2.49,5.34,3.69,3.06,2.14,2.51,,04-Oct-04,17.32,5.35,4.68,5.34,5.87,3.54,2.42,2.51,,,,,,,,,,,,,,,,,
101204,N. Bay sta. 2,12-Oct-04,1.80,1.38,2.27,1.55,0.89,1.08,1.24,1.53,,12-Oct-04,3.95,1.38,4.27,1.55,1.42,1.25,1.40,1.53,,,,,,,,,,,,,,,,,
101804,N. Bay sta. 2,18-Oct-04,4.95,2.75,5.50,2.58,1.12,1.60,1.51,1.78,,18-Oct-04,10.85,2.75,10.35,2.58,1.78,1.86,1.72,1.78,,,,,,,,,,,,,,,,,
102504,N. Bay sta. 2,25-Oct-04,0.70,0.80,3.38,1.71,0.76,1.21,1.28,1.44,,25-Oct-04,1.53,0.80,6.36,1.71,1.21,1.40,1.45,1.44,,,,,,,,,,,,,,,,,
110104,N. Bay sta. 2,01-Nov-04,9.54,2.76,7.50,2.79,1.11,1.09,1.74,1.35,,01-Nov-04,20.94,2.76,14.12,2.79,1.76,1.26,1.97,1.35,,,,,,,,,,,,,,,,,
110804,N. Bay sta. 2,08-Nov-04,0.84,1.03,0.47,0.82,0.66,0.85,0.64,0.99,,08-Nov-04,1.85,1.03,0.89,0.82,1.04,0.99,0.72,0.99,,,,,,,,,,,,,,,,,
111504,N. Bay sta. 2,15-Nov-04,0.92,1.01,0.73,1.14,0.66,0.86,0.67,0.99,,15-Nov-04,2.01,1.01,1.37,1.14,1.05,0.99,0.76,0.99,,,,,,,,,,,,,,,,,
112204,N. Bay sta. 2,22-Nov-04,1.81,1.08,0.98,1.21,1.86,1.29,0.86,1.20,,22-Nov-04,3.97,1.08,1.85,1.21,2.95,1.49,0.97,1.20,,,,,,,,,,,,,,,,,
112904,N. Bay sta. 2,29-Nov-04,1.07,0.85,0.71,0.98,0.88,0.89,0.75,0.71,,29-Nov-04,2.35,0.85,1.33,0.98,1.40,1.03,0.85,0.71,,,,,,,,,,,,,,,,,
120604,N. Bay sta. 2,06-Dec-04,1.92,1.30,1.01,0.92,0.73,0.99,0.64,1.04,,06-Dec-04,4.21,1.30,1.90,0.92,1.16,1.14,0.72,1.04,,,,,,,,,,,,,,,,,
121304,N. Bay sta. 2,13-Dec-04,0.71,0.95,0.44,0.98,0.82,1.16,0.48,0.84,,13-Dec-04,1.55,0.95,0.82,0.98,1.31,1.34,0.54,0.84,,,,,,,,,,,,,,,,,
122304,Jamestown Bridge,23-Dec-04,0.85,1.22,,,,,,,,23-Dec-04,1.86,1.22,,,,,,,,,,,,,,,,,,,,,,,
122904,Jamestown Bridge,29-Dec-04,2.67,1.47,,,3.06,1.41,,,,29-Dec-04,5.87,1.47,,,4.86,1.63,,,,,,,,,,,,,,,,,,,
010705,N. Bay sta. 2,07-Jan-05,0.54,0.98,,,0.81,1.26,0.54,0.81,,07-Jan-05,1.19,0.98,,,1.29,1.46,0.62,0.81,,,,,,,,,,,,,,,,,
011005,N. Bay sta. 2,10-Jan-05,0.41,0.82,0.36,0.86,0.29,0.77,0.24,0.69,,10-Jan-05,0.91,0.82,0.68,0.86,0.46,0.89,0.27,0.69,,,,,,,,,,,,,,,,,
012005,N. Bay sta. 2,20-Jan-05,0.43,0.55,0.29,0.61,0.24,0.56,,,,20-Jan-05,0.94,0.55,0.55,0.61,0.39,0.65,,,,,,,,,,,,,,,,,,,
012705,GSO Dock,27-Jan-05,0.56,2.32,,,0.27,1.42,,,,27-Jan-05,1.22,2.32,,,0.43,1.65,,,,,,,,,,,,,,,,,,,
020305,N. Bay sta. 2,03-Feb-05,0.27,0.42,,,0.26,0.47,0.26,0.56,,03-Feb-05,0.60,0.42,,,0.41,0.54,0.29,0.56,,,,,,,,,,,,,,,,,
020805,N. Bay sta. 2,08-Feb-05,0.38,0.42,0.62,0.54,0.30,0.48,,,,08-Feb-05,0.83,0.42,1.17,0.54,0.48,0.56,,,,,,,,,,,,,,,,,,,
021505,N. Bay sta. 2,15-Feb-05,1.93,0.72,1.52,0.79,1.32,0.79,,,,15-Feb-05,4.23,0.72,2.87,0.79,2.09,0.92,,,,,,,,,,,,,,,,,,,
022105,N. Bay sta. 2,21-Feb-05,2.71,0.98,,,4.08,0.93,3.90,0.95,,21-Feb-05,5.95,0.98,,,6.49,1.07,4.42,0.95,,,,,,,,,,,,,,,,,
030305,N. Bay sta. 2,03-Mar-05,1.43,0.91,1.57,0.68,1.10,0.70,1.48,0.77,,03-Mar-05,3.14,0.91,2.95,0.68,1.75,0.81,1.68,0.77,,,,,,,,,,,,,,,,,
030805,N. Bay sta. 2,08-Mar-05,0.49,0.60,1.23,1.07,0.54,0.79,0.53,0.57,,08-Mar-05,1.09,0.60,2.31,1.07,0.86,0.91,0.60,0.57,,,,,,,,,,,,,,,,,
031105,N. Bay sta. 2,11-Mar-05,0.48,0.53,0.51,0.62,0.28,0.57,0.42,0.48,,11-Mar-05,1.06,0.53,0.96,0.62,0.45,0.66,0.47,0.48,,,,,,,,,,,,,,,,,
032205,N. Bay sta. 2,22-Mar-05,0.57,0.51,0.88,0.48,0.46,0.41,0.56,0.46,,22-Mar-05,1.25,0.51,1.66,0.48,0.73,0.47,0.63,0.46,,,,,,,,,,,,,,,,,
032905,N. Bay sta. 2,29-Mar-05,,,3.76,0.82,,,,,,29-Mar-05,,,7.08,0.82,,,,,,,,,,,,,,,,,,,,,
040505,N. Bay sta. 2,05-Apr-05,,,6.43,1.37,,,,,,05-Apr-05,,,12.11,1.37,,,,,,,,,,,,,,,,,,,,,
041205,N. Bay sta. 2,12-Apr-05,7.00,2.00,,,3.51,1.11,,,,12-Apr-05,15.35,2.00,,,5.58,1.28,,,,,,,,,,,,,,,,,,,
042605,N. Bay sta. 2,26-Apr-05,,,,,,,0.71,1.31,,26-Apr-05,,,,,,,0.80,1.31,,,,,,,,,,,,,,,,,
050305,N. Bay sta. 2,03-May-05,2.92,1.43,3.80,2.04,0.97,0.93,1.33,1.18,,03-May-05,6.40,1.43,7.15,2.04,1.55,1.08,1.50,1.18,,,,,,,,,,,,,,,,,
051005,N. Bay sta. 2,10-May-05,2.96,2.28,3.89,2.60,1.33,1.41,1.50,1.48,,10-May-05,6.50,2.28,7.32,2.60,2.11,1.64,1.70,1.48,,,,,,,,,,,,,,,,,
052605,N. Bay sta. 2,26-May-05,2.74,2.52,3.70,1.46,1.92,1.57,1.78,1.42,,26-May-05,6.02,2.52,6.97,1.46,3.06,1.82,2.01,1.42,,,,,,,,,,,,,,,,,
053105,N. Bay sta. 2,31-May-05,2.99,1.18,2.59,1.10,2.24,1.11,1.59,0.89,,31-May-05,6.56,1.18,4.88,1.10,3.55,1.28,1.80,0.89,,,,,,,,,,,,,,,,,
060705,N. Bay sta. 2,07-Jun-05,1.53,0.81,1.56,1.34,1.15,0.63,0.97,1.07,,07-Jun-05,3.35,0.81,2.94,1.34,1.83,0.72,1.09,1.07,,,,,,,,,,,,,,,,,
061405,N. Bay sta. 2,14-Jun-05,2.51,0.99,3.83,0.89,1.30,0.68,2.74,1.07,,14-Jun-05,5.50,0.99,7.21,0.89,2.06,0.78,3.10,1.07,,,,,,,,,,,,,,,,,
062005,N. Bay sta. 2,20-Jun-05,5.97,1.35,2.77,1.08,2.29,1.15,2.83,0.93,,20-Jun-05,13.10,1.35,5.21,1.08,3.64,1.33,3.21,0.93,,,,,,,,,,,,,,,,,
062705,N. Bay sta. 2,27-Jun-05,2.43,1.04,2.57,2.06,1.60,0.85,1.69,1.34,,27-Jun-05,5.34,1.04,4.84,2.06,2.54,0.98,1.91,1.34,,,,,,,,,,,,,,,,,
070505,N. Bay sta. 2,05-Jul-05,1.90,1.48,2.99,2.53,1.45,1.23,1.64,2.38,,05-Jul-05,4.17,1.48,5.63,2.53,2.30,1.43,1.86,2.38,,,,,,,,,,,,,,,,,
071105,N. Bay sta. 2,11-Jul-05,7.05,1.06,4.73,2.82,3.49,2.30,2.42,2.54,,11-Jul-05,15.46,1.06,8.90,2.82,5.55,2.66,2.74,2.54,,,,,,,,,,,,,,,,,
071805,N. Bay sta. 2,18-Jul-05,2.85,2.33,0.93,1.46,1.72,1.75,0.77,1.46,,18-Jul-05,6.26,2.33,1.75,1.46,2.73,2.02,0.87,1.46,,,,,,,,,,,,,,,,,
072505,N. Bay sta. 2,25-Jul-05,4.11,2.54,4.17,1.62,3.01,1.62,2.51,1.37,,25-Jul-05,9.02,2.54,7.86,1.62,4.79,1.88,2.84,1.37,,,,,,,,,,,,,,,,,
080105,N. Bay sta. 2,01-Aug-05,2.27,1.29,1.86,1.75,1.76,1.34,1.37,1.53,,01-Aug-05,4.99,1.29,3.50,1.75,2.79,1.55,1.55,1.53,,,,,,,,,,,,,,,,,
080805,N. Bay sta. 2,08-Aug-05,2.40,2.33,1.22,1.78,2.45,2.02,1.02,1.41,,08-Aug-05,5.26,2.33,2.30,1.78,3.89,2.34,1.16,1.41,,,,,,,,,,,,,,,,,
081505,N. Bay sta. 2,15-Aug-05,3.44,1.70,4.20,2.12,3.38,1.92,3.06,1.94,,15-Aug-05,7.55,1.70,7.90,2.12,5.38,2.22,3.47,1.94,,,,,,,,,,,,,,,,,
082205,N. Bay sta. 2,22-Aug-05,7.99,4.46,4.85,1.99,6.10,3.89,3.78,2.09,,22-Aug-05,17.54,4.46,9.14,1.99,9.69,4.50,4.28,2.09,,,,,,,,,,,,,,,,,
083005,N. Bay sta. 2,30-Aug-05,2.00,0.91,2.33,1.37,0.80,0.48,1.51,1.07,,30-Aug-05,4.39,0.91,4.38,1.37,1.27,0.56,1.71,1.07,,,,,,,,,,,,,,,,,
090605,N. Bay sta. 2,06-Sep-05,6.69,2.48,5.30,2.16,5.00,2.01,4.12,2.28,,06-Sep-05,14.69,2.48,9.97,2.16,7.95,2.32,4.67,2.28,,,,,,,,,,,,,,,,,
091205,N. Bay sta. 2,12-Sep-05,6.83,2.27,7.16,2.33,2.41,1.21,2.91,1.66,,12-Sep-05,14.98,2.27,13.48,2.33,3.82,1.40,3.30,1.66,,,,,,,,,,,,,,,,,
092105,N. Bay sta. 2,21-Sep-05,4.44,1.81,6.32,2.25,1.18,1.30,1.33,1.59,,21-Sep-05,9.74,1.81,11.89,2.25,1.87,1.50,1.51,1.59,,,,,,,,,,,,,,,,,
092605,N. Bay sta. 2,26-Sep-05,1.64,3.39,2.11,10.75,-0.73,19.21,2.30,31.58,,26-Sep-05,3.60,3.39,3.97,10.75,-1.17,22.23,2.60,31.58,,,,,,,,,,,,,,,,,
100305,N. Bay sta. 2,03-Oct-05,1.41,39.41,4.64,11.49,-0.57,7.58,2.07,13.24,,03-Oct-05,3.09,39.41,8.74,11.49,-0.91,8.77,2.34,13.24,,,,,,,,,,,,,,,,,
101205,GSO Dock,12-Oct-05,1.72,3.81,,,1.37,2.61,,,,12-Oct-05,3.78,3.81,,,2.17,3.02,,,,,,,,,,,,,,,,,,,
101705,N. Bay sta. 2,17-Oct-05,0.57,1.43,0.37,1.23,0.40,1.19,0.29,0.95,,17-Oct-05,1.26,1.43,0.70,1.23,0.63,1.37,0.33,0.95,,,,,,,,,,,,,,,,,
102105,N. Bay sta. 2,21-Oct-05,0.71,0.84,0.70,1.51,0.36,0.89,0.63,1.10,,21-Oct-05,1.55,0.84,1.32,1.51,0.56,1.03,0.71,1.10,,,,,,,,,,,,,,,,,
103105,N. Bay sta. 2,31-Oct-05,0.79,0.70,0.44,1.02,0.56,0.70,0.28,0.83,,31-Oct-05,1.73,0.70,0.83,1.02,0.89,0.81,0.32,0.83,,,,,,,,,,,,,,,,,
110405,N. Bay sta. 2,04-Nov-05,1.48,1.14,0.62,0.84,1.04,0.83,0.54,0.86,,04-Nov-05,3.25,1.14,1.18,0.84,1.65,0.96,0.61,0.86,,,,,,,,,,,,,,,,,
111405,N. Bay sta. 2,14-Nov-05,1.71,1.20,7.68,5.89,1.32,1.20,1.06,0.95,,14-Nov-05,3.75,1.20,14.45,5.89,2.10,1.39,1.20,0.95,,,,,,,,,,,,,,,,,
112105,N. Bay sta. 2,21-Nov-05,3.38,1.56,1.87,1.08,2.03,1.16,1.30,0.84,,21-Nov-05,7.43,1.56,3.52,1.08,3.22,1.34,1.48,0.84,,,,,,,,,,,,,,,,,
112805,N. Bay sta. 2,28-Nov-05,0.83,0.90,0.72,1.02,0.65,0.81,0.60,0.92,,28-Nov-05,1.82,0.90,1.36,1.02,1.04,0.93,0.68,0.92,,,,,,,,,,,,,,,,,
120505,N. Bay sta. 2,05-Dec-05,0.96,0.85,0.83,1.12,0.78,0.77,0.64,0.75,,05-Dec-05,2.10,0.85,1.57,1.12,1.23,0.89,0.73,0.75,,,,,,,,,,,,,,,,,
121205,N. Bay sta. 2,12-Dec-05,0.73,0.61,0.75,0.70,0.59,0.62,0.50,0.51,,12-Dec-05,1.59,0.61,1.41,0.70,0.94,0.71,0.56,0.51,,,,,,,,,,,,,,,,,
121905,N. Bay sta. 2,19-Dec-05,0.80,0.54,0.82,0.70,0.91,0.74,0.61,0.64,,19-Dec-05,1.76,0.54,1.54,0.70,1.45,0.86,0.69,0.64,,,,,,,,,,,,,,,,,
122905,N. Bay sta. 2,29-Dec-05,3.37,1.37,1.45,0.98,1.91,0.96,1.00,0.77,,29-Dec-05,7.40,1.37,2.73,0.98,3.04,1.11,1.13,0.77,,,,,,,,,,,,,,,,,
010406,N. Bay sta. 2,04-Jan-06,2.25,0.74,1.82,0.86,1.23,0.79,1.19,0.85,,04-Jan-06,4.94,0.74,3.42,0.86,1.96,0.91,1.35,0.85,,,,,,,,,,,,,,,,,
010906,N. Bay sta. 2,09-Jan-06,1.95,0.82,0.94,0.63,0.75,0.54,0.57,0.62,,09-Jan-06,4.29,0.82,1.77,0.63,1.19,0.63,0.65,0.62,,,,,,,,,,,,,,,,,
011806,N. Bay sta. 2,18-Jan-06,0.42,0.51,0.37,0.52,0.24,0.37,0.19,0.44,,18-Jan-06,0.92,0.51,0.70,0.52,0.38,0.43,0.22,0.44,,,,,,,,,,,,,,,,,
012306,N. Bay sta. 2,23-Jan-06,0.72,0.65,0.42,0.40,0.43,0.52,0.30,0.42,,23-Jan-06,1.59,0.65,0.80,0.40,0.69,0.60,0.34,0.42,,,,,,,,,,,,,,,,,
013006,N. Bay sta. 2,30-Jan-06,0.95,0.48,0.61,0.49,0.70,0.40,0.50,0.38,,30-Jan-06,2.07,0.48,1.16,0.49,1.11,0.46,0.56,0.38,,,,,,,,,,,,,,,,,
020606,N. Bay sta. 2,06-Feb-06,0.85,0.50,0.92,0.26,0.63,0.45,0.57,0.39,,06-Feb-06,1.87,0.50,1.73,0.26,1.01,0.52,0.65,0.39,,,,,,,,,,,,,,,,,
021606,GSO Dock,16-Feb-06,0.80,0.46,,,0.72,0.53,,,,16-Feb-06,1.74,0.46,,,1.14,0.61,,,,,,,,,,,,,,,,,,,
022206,N. Bay sta. 2,22-Feb-06,1.45,0.83,1.59,0.62,1.62,0.78,1.43,0.59,,22-Feb-06,3.18,0.83,3.00,0.62,2.57,0.90,1.62,0.59,,,,,,,,,,,,,,,,,
030106,N. Bay sta. 2,01-Mar-06,2.29,0.85,2.28,0.84,1.13,0.52,1.47,0.55,,01-Mar-06,5.03,0.85,4.29,0.84,1.80,0.60,1.66,0.55,,,,,,,,,,,,,,,,,
030606,N. Bay sta. 2,06-Mar-06,1.80,0.59,2.37,0.65,1.40,0.64,1.45,0.54,,06-Mar-06,3.95,0.59,4.47,0.65,2.23,0.75,1.64,0.54,,,,,,,,,,,,,,,,,
031306,N. Bay sta. 2,13-Mar-06,1.39,0.59,1.32,0.54,1.18,0.56,0.77,0.40,,13-Mar-06,3.04,0.59,2.48,0.54,1.87,0.65,0.87,0.40,,,,,,,,,,,,,,,,,
032006,N. Bay sta. 2,20-Mar-06,0.66,0.33,0.43,0.26,0.50,0.25,0.55,0.31,,20-Mar-06,1.45,0.33,0.81,0.26,0.79,0.29,0.63,0.31,,,,,,,,,,,,,,,,,
032706,N. Bay sta. 2,27-Mar-06,0.94,0.37,0.93,0.32,0.72,0.33,0.64,0.27,,27-Mar-06,2.05,0.37,1.75,0.32,1.14,0.38,0.73,0.27,,,,,,,,,,,,,,,,,
040306,N. Bay sta. 2,03-Apr-06,0.45,0.24,0.82,0.30,0.29,0.26,0.53,0.30,,03-Apr-06,0.99,0.24,1.55,0.30,0.46,0.30,0.60,0.30,,,,,,,,,,,,,,,,,
041306,GSO Dock,13-Apr-06,0.53,0.45,,,0.37,0.42,,,,13-Apr-06,1.17,0.45,,,0.59,0.48,,,,,,,,,,,,,,,,,,,
041706,N. Bay sta. 2,17-Apr-06,2.07,0.46,2.51,0.50,0.83,0.43,0.88,0.39,,17-Apr-06,4.55,0.46,4.73,0.50,1.32,0.49,1.00,0.39,,,,,,,,,,,,,,,,,
042406,N. Bay sta. 2,24-Apr-06,1.55,0.50,1.25,0.47,0.50,0.51,0.42,0.34,,24-Apr-06,3.41,0.50,2.36,0.47,0.79,0.59,0.47,0.34,,,,,,,,,,,,,,,,,
050306,N. Bay sta. 2,03-May-06,0.61,0.48,0.95,0.64,0.50,0.55,0.49,0.58,,03-May-06,1.34,0.48,1.78,0.64,0.79,0.64,0.56,0.58,,,,,,,,,,,,,,,,,
051606,N. Bay sta. 2,16-May-06,0.69,0.75,0.57,0.79,0.45,0.58,0.53,0.76,,16-May-06,1.50,0.75,1.07,0.79,0.71,0.67,0.60,0.76,,,,,,,,,,,,,,,,,
052206,N. Bay sta. 2,22-May-06,2.49,1.26,2.57,1.10,2.06,1.01,2.41,1.04,,22-May-06,5.47,1.26,4.84,1.10,3.28,1.17,2.74,1.04,,,,,,,,,,,,,,,,,
052606,N. Bay sta. 2,26-May-06,1.97,1.05,1.83,0.90,1.46,0.87,1.64,0.97,,26-May-06,4.31,1.05,3.45,0.90,2.32,1.01,1.86,0.97,,,,,,,,,,,,,,,,,
060506,GSO Dock,05-Jun-06,3.77,2.29,,,1.65,1.52,,,,05-Jun-06,8.28,2.29,,,2.62,1.76,,,,,,,,,,,,,,,,,,,
061306,GSO Dock,13-Jun-06,1.24,0.32,,,0.87,0.40,,,,13-Jun-06,2.73,0.32,,,1.38,0.47,,,,,,,,,,,,,,,,,,,
061906,N. Bay sta. 2,19-Jun-06,1.52,0.56,2.47,1.07,0.92,0.40,2.10,0.86,,19-Jun-06,3.34,0.56,4.65,1.07,1.46,0.47,2.38,0.86,,,,,,,,,,,,,,,,,
062806,N. Bay sta. 2,28-Jun-06,2.20,1.47,2.60,1.58,1.56,0.95,1.02,0.91,,28-Jun-06,4.82,1.47,4.90,1.58,2.49,1.10,1.16,0.91,,,,,,,,,,,,,,,,,
071106,N. Bay sta. 2,11-Jul-06,1.69,1.21,1.07,0.95,1.36,0.81,0.65,0.76,,11-Jul-06,3.71,1.21,2.01,0.95,2.16,0.94,0.74,0.76,,,,,,,,,,,,,,,,,
